1527968214.455597,-121.72151184,.53840637,0.16,146,0.00,"0.00
"
1527968214.8743784,-121.72151184,38.53840637,0.16,146,0.00,"0.00
"
1527968215.3859985,-121.72151184,38.53840637,0.16,147,0.00,"0.00
"
1527968215.9032276,-121.72151184,38.53840637,0.26,146,0.00,"0.00
"
1527968216.4189332,-121.72151184,38.53840637,0.26,146,0.00,"0.00
"
1527968216.9308677,-121.72151184,38.53840637,0.26,146,0.00,"0.00
"
1527968217.446228,-121.72153472,38.53842163,0.21,146,0.00,"0.00
"
1527968217.9630196,-121.72153472,38.53842163,0.21,146,0.00,"0.00
"
1527968218.4785888,-121.72154235,38.53843688,0.21,146,0.00,"0.00
"
1527968218.9908323,-121.72154235,38.53843688,0.21,146,0.00,"0.00
"
1527968219.5072575,-121.72154235,38.53843688,0.10,146,0.00,"0.00
"
1527968220.022677,-121.72154235,38.53843688,0.10,146,0.00,"0.00
"
1527968220.5351343,-121.72154235,38.53844451,0.10,146,0.00,"0.00
"
1527968221.0518525,-121.72154235,38.53844451,0.18,146,0.00,"0.00
"
1527968221.5670285,-121.72156524,38.53847122,0.36,146,0.00,"0.00
"
1527968222.082619,-121.72156524,38.53847122,0.36,146,0.00,"0.00
"
1527973070.7916064,-121.74816131,8.53745269,1215752092,164,0.00,"reached!
"
1527973071.2916546,-121.74816131,38.53745269,200,164,0.00,"not reached
"
1527973071.8360243,-121.74816131,38.53745269,100,164,0.00,"not reached
"
1527973072.3757179,-121.74816131,38.53745269,100,164,0.00,"not reached
"
1527973072.9202244,-121.74816131,38.53745269,0,164,0.00,"not reached
"
1527973073.4648237,-121.74816131,38.53745269,0,164,1.30,"not reached
"
1527973074.0095997,-121.74816131,38.53745269,200,164,1.30,"not reached
"
1527973074.5546007,-121.74816131,38.53745269,200,164,1.30,"not reached
"
1527973075.0989842,-121.74816131,38.53745269,100,165,1.30,"not reached
"
1527973075.6436465,-121.74816131,38.53745269,100,162,1.30,"not reached
"
1527973076.1844804,-121.74816131,38.53745269,0,162,1.30,"not reached
"
1527973076.7301579,-121.74816131,38.53745269,0,162,1.30,"not reached
"
1527973077.274781,-121.74816131,38.53745269,0,162,1.30,"not reached
"
1527973077.819737,-121.74816131,38.53745269,100,162,1.30,"not reached
"
1527973078.364251,-121.74816131,38.53745269,100,162,1.30,"not reached
"
1527973078.9087648,-121.74816131,38.53745269,0,162,1.30,"not reached
"
1527973079.4534805,-121.74816131,38.53745269,0,161,1.30,"not reached
"
1527973079.9931996,-121.74816131,38.53745269,0,160,1.30,"not reached
"
1527973080.5387907,-121.74816131,38.53745269,0,161,1.30,"not reached
"
1527973081.0871372,-121.74816131,38.53745269,300,160,1.30,"not reached
"
1527973081.631745,-121.74816131,38.53745269,300,161,1.30,"not reached
"
1527973082.1729734,-121.74816131,38.53745269,200,160,1.30,"not reached
"
1527973082.717574,-121.74816131,38.53745269,400,160,1.30,"not reached
"
1527973083.2623928,-121.74816131,38.53745269,400,160,1.30,"not reached
"
1527973083.8070948,-121.74816131,38.53745269,200,159,1.30,"not reached
"
1527973084.3515913,-121.74816131,38.53745269,200,159,1.30,"not reached
"
1527973084.8962812,-121.74816131,38.53745269,100,159,1.30,"not reached
"
1527973085.4409842,-121.74816131,38.53745269,100,159,0.65,"not reached
"
1527973085.985589,-121.74816131,38.53745269,100,158,0.65,"not reached
"
1527973086.525558,-121.74816131,38.53745269,100,157,0.65,"not reached
"
1527973087.070179,-121.74816131,38.53745269,100,156,0.65,"not reached
"
1527973087.6149428,-121.74816131,38.53745269,100,153,0.65,"not reached
"
1527973088.1595514,-121.74816131,38.53745269,0,152,0.65,"not reached
"
1527973088.7044945,-121.74816131,38.53745269,100,151,0.65,"not reached
"
1527973089.248872,-121.74816131,38.53745269,100,150,0.65,"not reached
"
1527973089.793691,-121.74816131,38.53745269,300,150,0.65,"not reached
"
1527973090.33828,-121.74816131,38.53745269,300,150,0.65,"not reached
"
1527973090.8828905,-121.74816131,38.53745269,400,149,0.65,"not reached
"
1527973091.427592,-121.74816131,38.53745269,400,144,0.65,"not reached
"
1527973091.9723194,-121.74816131,38.53745269,300,116,1.30,"not reached
"
1527973092.5134277,-121.74816131,38.53745269,300,82,1.30,"not reached
"
1527973093.0580354,-121.74816131,38.53745269,300,75,1.30,"not reached
"
1527973093.6027708,-121.74816131,38.53745269,300,75,1.30,"not reached
"
1527973094.1474364,-121.74816131,38.53745269,400,75,1.30,"not reached
"
1527973094.6920435,-121.74816131,38.53745269,200,73,1.96,"not reached
"
1527973095.2369587,-121.74816131,38.53745269,200,73,1.96,"not reached
"
1527973095.7777343,-121.74816131,38.53745269,200,73,1.96,"not reached
"
1527973096.322078,-121.74816131,38.53745269,0,73,1.96,"not reached
"
1527973096.8667424,-121.74816131,38.53745269,100,73,1.96,"not reached
"
1527973097.4113276,-121.74816131,38.53745269,100,74,1.96,"not reached
"
1527973097.9559236,-121.74816131,38.53745269,100,71,2.61,"not reached
"
1527973098.500737,-121.74816131,38.53745269,100,72,2.61,"not reached
"
1527973099.0453413,-121.74816131,38.53745269,200,74,2.61,"not reached
"
1527973099.5862458,-121.74816131,38.53745269,200,53,2.61,"not reached
"
1527973100.131846,-121.74816131,38.53745269,200,54,2.61,"not reached
"
1527973100.6763844,-121.74816131,38.53745269,200,55,3.26,"not reached
"
1527973101.22084,-121.74816131,38.53745269,100,54,3.26,"not reached
"
1527973101.7652903,-121.74816131,38.53745269,300,54,3.26,"not reached
"
1527973102.3098245,-121.74816131,38.53745269,300,53,3.26,"not reached
"
1527973102.8543649,-121.74816131,38.53745269,0,53,3.26,"not reached
"
1527973103.3953843,-121.74816131,38.53745269,0,53,3.26,"not reached
"
